record_type,id,stable_key,status,record_json
accessibility_intervention,urn:uuid:c73bf751-f3c8-5043-a4b9-7c0579a6ef59,AX-ACCESSIBLE-PACKAGE,seed_complete_active_refinement,"{""id"":""urn:uuid:c73bf751-f3c8-5043-a4b9-7c0579a6ef59"",""payload"":{""access_axis"":""auditable accessible-source release"",""asset_ids"":[],""axis_id"":""AX-ACCESSIBLE-PACKAGE"",""caveat"":""Publication remains outside this research task; this row specifies a future requirement only"",""current_local_state"":""Individual lanes package artifacts unevenly; no unified accessibility package standard was located"",""evidence_ids"":[""MIR-E036"",""MIR-E037"",""MIR-E038"",""MIR-E040"",""MIR-E041""],""marginal_access_mechanism"":""Lets communities generate local formats and verify provenance"",""minimum_gate"":""Rights, source checks, reproducible builds, checksums and honest limitations"",""priority"":""Wave 1 infrastructure"",""required_output"":""Public package containing structured source, fonts/licenses, checksums, build notes, accessibility statement and tested derivatives"",""target_users"":""Readers and institutions that need reproducibility, preservation or format conversion""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":15,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-ACCESSIBLE-PACKAGE"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:a62f9356-8961-586b-ba1e-ac93588addd4,AX-AUDIO,seed_complete_active_refinement,"{""id"":""urn:uuid:a62f9356-8961-586b-ba1e-ac93588addd4"",""payload"":{""access_axis"":""spoken mathematics"",""asset_ids"":[],""axis_id"":""AX-AUDIO"",""caveat"":""Generic text-to-speech is a witness only and can make formulas ambiguous or wrong"",""current_local_state"":""No systematic spoken-mathematics edition or localized pronunciation protocol was located"",""evidence_ids"":[""MIR-E035"",""MIR-E040"",""MIR-E041""],""marginal_access_mechanism"":""Bypasses print-only access and can support low-bandwidth download"",""minimum_gate"":""Native-language narration comparison, synchronized structure and formula disambiguation"",""priority"":""Wave 2 language-specific"",""required_output"":""Target-language narration with synchronized text, explicit spoken-math conventions and independent source/model comparison"",""target_users"":""Blind readers, low-literacy readers and users who learn through audio""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":6,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-AUDIO"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:9b13d1c5-22ad-54ae-9080-36f28b9ee5ff,AX-BILINGUAL,seed_complete_active_refinement,"{""id"":""urn:uuid:9b13d1c5-22ad-54ae-9080-36f28b9ee5ff"",""payload"":{""access_axis"":""bilingual side-by-side and glossed access"",""asset_ids"":[],""axis_id"":""AX-BILINGUAL"",""caveat"":""A bilingual edition must not be counted as full target-language access without comprehension evidence"",""current_local_state"":""Some lanes use paired sources internally, but no programme-wide public bilingual accessibility format was established"",""evidence_ids"":[""MIR-E002"",""MIR-E003"",""MIR-E004"",""MIR-E040""],""marginal_access_mechanism"":""Supports readers who are not yet comfortable with either monolingual edition and makes source/target meaning comparison easier"",""minimum_gate"":""Alignment integrity, source authority, target/source consistency checks and unobtrusive accessible navigation"",""priority"":""Wave 2 language-specific"",""required_output"":""Aligned target/source paragraphs, terminology glossary and toggleable annotations"",""target_users"":""Learners transitioning between a target language and an academic lingua franca""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":13,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-BILINGUAL"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:0ba45645-89bf-53af-b696-ddbbbead2a13,AX-BRAILLE-MATH,seed_complete_active_refinement,"{""id"":""urn:uuid:0ba45645-89bf-53af-b696-ddbbbead2a13"",""payload"":{""access_axis"":""refreshable and embossed Braille mathematics"",""asset_ids"":[],""axis_id"":""AX-BRAILLE-MATH"",""caveat"":""Braille math conventions differ; no universal code should be assumed"",""current_local_state"":""No programme-wide Braille math route was located"",""evidence_ids"":[""MIR-E035"",""MIR-E037"",""MIR-E040""],""marginal_access_mechanism"":""Provides nonvisual mathematical notation beyond speech alone"",""minimum_gate"":""Select exact national Braille math code; test conversion and review with Braille mathematics users"",""priority"":""Wave R then Wave 2"",""required_output"":""Locale-appropriate Braille math code output generated from semantic formulas, with tactile navigation conventions"",""target_users"":""Braille readers and refreshable-display users""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":9,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-BRAILLE-MATH"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:446400a1-38c4-51e9-925f-a10380fbe8b5,AX-CAPTIONS-TRANSCRIPTS,seed_complete_active_refinement,"{""id"":""urn:uuid:446400a1-38c4-51e9-925f-a10380fbe8b5"",""payload"":{""access_axis"":""multimodal captions, transcripts and audio description"",""asset_ids"":[],""axis_id"":""AX-CAPTIONS-TRANSCRIPTS"",""caveat"":""Automatic captions are draft witness material, not checked mathematical text"",""current_local_state"":""No consistent multimodal publication standard was found"",""evidence_ids"":[""MIR-E035"",""MIR-E036"",""MIR-E039"",""MIR-E040""],""marginal_access_mechanism"":""Makes audio/video mathematical material inspectable, searchable and usable in more settings"",""minimum_gate"":""Caption accuracy, mathematical notation rendering, transcript equivalence and language review"",""priority"":""Wave 1 for every audio/video output"",""required_output"":""Synchronized captions, searchable transcript, described visual formulas and downloadable text"",""target_users"":""Deaf, hard-of-hearing, blind and low-bandwidth video users""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":14,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-CAPTIONS-TRANSCRIPTS"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:73414ef8-3c74-57e8-aa15-26a1deaa0d70,AX-EPUB-OFFLINE,seed_complete_active_refinement,"{""id"":""urn:uuid:73414ef8-3c74-57e8-aa15-26a1deaa0d70"",""payload"":{""access_axis"":""reflowable offline book"",""asset_ids"":[],""axis_id"":""AX-EPUB-OFFLINE"",""caveat"":""EPUB must be derived from structured source, not a rasterized PDF wrapper"",""current_local_state"":""No systematic EPUB corpus was located"",""evidence_ids"":[""MIR-E036"",""MIR-E037"",""MIR-E038"",""MIR-E041""],""marginal_access_mechanism"":""Combines reflow, search and offline access without requiring a continuous web connection"",""minimum_gate"":""Validate EPUB conformance, font licensing, MathML fallback and low-memory devices"",""priority"":""Wave 1 universal companion"",""required_output"":""EPUB 3.3 package with semantic navigation, embedded fonts where lawful, MathML and offline assets"",""target_users"":""Readers with intermittent connectivity, small screens, visual impairments or low-cost devices""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":3,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-EPUB-OFFLINE"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:b9877839-ee99-5e1b-860f-2032ef8b42ae,AX-HTML-MATHML,seed_complete_active_refinement,"{""id"":""urn:uuid:b9877839-ee99-5e1b-860f-2032ef8b42ae"",""payload"":{""access_axis"":""screen-reader-native web mathematics"",""asset_ids"":[],""axis_id"":""AX-HTML-MATHML"",""caveat"":""MathML encoding is not enough; speech rules, language tags and actual assistive-technology testing are required"",""current_local_state"":""The workspace is predominantly LaTeX/PDF; no programme-wide born-accessible HTML/MathML surface was established in the census"",""evidence_ids"":[""MIR-E035"",""MIR-E036"",""MIR-E037"",""MIR-E042"",""MIR-E043""],""marginal_access_mechanism"":""Creates machine-navigable and reflowable mathematical access that a visual PDF alone does not provide"",""minimum_gate"":""Validate WCAG 2.2, MathML Core, extraction and screen-reader behavior in target languages"",""priority"":""Wave 1 universal companion"",""required_output"":""Semantic HTML with native MathML, correct language tags, headings, landmarks, alt text and keyboard order"",""target_users"":""Blind, low-vision, dyslexic and keyboard-only readers; mobile users""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":2,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-HTML-MATHML"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:8507b1ee-9741-50d5-84bc-ff62280db138,AX-LOW-BANDWIDTH,seed_complete_active_refinement,"{""id"":""urn:uuid:8507b1ee-9741-50d5-84bc-ff62280db138"",""payload"":{""access_axis"":""low-bandwidth static delivery"",""asset_ids"":[],""axis_id"":""AX-LOW-BANDWIDTH"",""caveat"":""Do not remove semantic or mathematical content merely to shrink files"",""current_local_state"":""No programme-wide measured page-weight budget or low-bandwidth distribution profile was located"",""evidence_ids"":[""MIR-E041""],""marginal_access_mechanism"":""Reduces data cost and failure points"",""minimum_gate"":""Offline cache test, page-weight budget, no mandatory client-side framework and font fallback"",""priority"":""Wave 1 universal companion"",""required_output"":""Small static HTML package with compressed assets, local search index, text-first navigation and optional downloadable chapters"",""target_users"":""Readers on expensive, slow or unstable connections""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":11,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-LOW-BANDWIDTH"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:a4acdfb1-991f-5877-99a6-a455e79eab74,AX-OFFLINE-BUNDLE,seed_complete_active_refinement,"{""id"":""urn:uuid:a4acdfb1-991f-5877-99a6-a455e79eab74"",""payload"":{""access_axis"":""fully offline distribution"",""asset_ids"":[],""axis_id"":""AX-OFFLINE-BUNDLE"",""caveat"":""Offline availability does not solve language, literacy or hardware barriers by itself"",""current_local_state"":""The corpus has local packages and PDFs, but no consistent end-user offline distribution bundle was found"",""evidence_ids"":[""MIR-E038"",""MIR-E041""],""marginal_access_mechanism"":""Creates access independent of live hosting or accounts"",""minimum_gate"":""Integrity manifest, simple local launch, device tests and update provenance"",""priority"":""Wave 1 universal companion"",""required_output"":""Signed local bundle for laptop, phone, USB or local network, containing HTML/MathML, EPUB and PDF plus checksums"",""target_users"":""Schools, libraries, refugee settings and remote communities without reliable internet""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":12,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-OFFLINE-BUNDLE"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:14e45d14-1c71-55fa-8d9e-231ae41822d6,AX-PLAIN-LANGUAGE,seed_complete_active_refinement,"{""id"":""urn:uuid:14e45d14-1c71-55fa-8d9e-231ae41822d6"",""payload"":{""access_axis"":""plain-language companion"",""asset_ids"":[],""axis_id"":""AX-PLAIN-LANGUAGE"",""caveat"":""It must not silently simplify away hypotheses, quantifiers or exceptions"",""current_local_state"":""No systematic plain-language mathematical companion was located"",""evidence_ids"":[""MIR-E035"",""MIR-E036"",""MIR-E040""],""marginal_access_mechanism"":""Reduces register barriers while preserving access to the complete argument"",""minimum_gate"":""Expert simplification review; explicit nonreplacement label; theorem/formula fidelity checks"",""priority"":""Wave 2 universal companion"",""required_output"":""Plain-language companion linked section by section to the full source-faithful edition"",""target_users"":""Readers with cognitive disabilities, limited academic literacy or second-language reading""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":8,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-PLAIN-LANGUAGE"",""status"":""seed_complete_active_refinement""}"
