concept_id,source_term,preferred_id_ID,first_unit_id,prerequisite_concept_ids,status
o004.concept.neutral-plane,neutral plane,bidang netral,o004.petrunin.ch11.intro,"o004.concept.birkhoff-axiom-system; o004.petrunin.ax.ch02.i; o004.petrunin.ax.ch02.ii; o004.petrunin.ax.ch02.iii; o004.petrunin.ax.ch02.iv",mapped-pending-qa
o004.concept.absolute-plane,absolute plane,bidang absolut,o004.petrunin.ch11.intro,o004.concept.neutral-plane,mapped-pending-qa
o004.concept.neutral-geometry,neutral geometry,geometri netral,o004.petrunin.ch11.intro,"o004.concept.neutral-plane; o004.concept.axiomatic-system",mapped-pending-qa
o004.concept.absolute-geometry,absolute geometry,geometri absolut,o004.petrunin.ch11.intro,o004.concept.neutral-geometry,mapped-pending-qa
o004.concept.euclidean-plane-as-neutral-plane,Euclidean plane as a neutral plane,bidang Euklides sebagai bidang netral,o004.petrunin.ch11.intro,"o004.concept.euclidean-plane; o004.concept.neutral-plane; o004.petrunin.ax.ch02.v",mapped-pending-qa
o004.concept.neutral-theorem-marker,absolute-geometry theorem marker,penanda teorema geometri absolut,o004.petrunin.ch11.intro,o004.concept.neutral-geometry,mapped-pending-qa
o004.concept.hypotenuse-leg-congruence-neutral,hypotenuse-leg congruence in neutral geometry,kekongruenan hipotenusa-kaki dalam geometri netral,o004.petrunin.ch11.intro,"o004.concept.neutral-plane; o004.concept.right-triangle; o004.concept.hypotenuse; o004.concept.leg-of-right-triangle; o004.concept.sss-congruence-condition",mapped-pending-qa
o004.concept.euclidean-versus-neutral-proof-dependency,Euclidean versus neutral proof dependency,ketergantungan bukti Euklides dibanding bukti netral,o004.petrunin.ch11.intro,"o004.concept.neutral-geometry; o004.petrunin.ax.ch02.v; o004.concept.pythagorean-theorem",mapped-pending-qa
o004.concept.two-angle-sum-bound-neutral,two-angle sum bound in a neutral triangle,batas jumlah dua sudut segitiga netral,o004.petrunin.ch11.s01,"o004.concept.neutral-plane; o004.concept.triangle-angle-sign-coherence; o004.concept.point-reflection",mapped-pending-qa
o004.concept.neutral-saa-congruence,side-angle-angle congruence in neutral geometry,kekongruenan SAA dalam geometri netral,o004.petrunin.ch11.s01,"o004.concept.neutral-plane; o004.concept.saa-congruence-condition; o004.concept.two-angle-sum-bound-neutral",mapped-pending-qa
o004.concept.neutral-side-angle-comparison,side-angle comparison in neutral geometry,perbandingan sisi-sudut dalam geometri netral,o004.petrunin.ch11.s02,"o004.concept.neutral-plane; o004.concept.perpendicular-bisector-locus; o004.concept.angle-measure",mapped-pending-qa
o004.concept.neutral-triangle-angle-sum-bound,nonpositive excess of a neutral triangle,batas jumlah tiga sudut segitiga netral,o004.petrunin.ch11.s02,"o004.concept.two-angle-sum-bound-neutral; o004.concept.neutral-side-angle-comparison; o004.concept.triangle-inequality",mapped-pending-qa
o004.concept.triangle-defect,defect of a triangle,defek segitiga,o004.petrunin.ch11.s03,"o004.concept.neutral-triangle-angle-sum-bound; o004.concept.triangle-angle-sum",mapped-pending-qa
o004.concept.defect-additivity,additivity of triangle defect,aditivitas defek segitiga,o004.petrunin.ch11.s03,"o004.concept.triangle-defect; o004.concept.betweenness",mapped-pending-qa
o004.concept.defect-point-reflection-invariance,defect invariance under point reflection,invariansi defek terhadap pencerminan titik,o004.petrunin.ch11.s03,"o004.concept.triangle-defect; o004.concept.point-reflection",mapped-pending-qa
o004.concept.neutral-rectangle,rectangle in neutral geometry,persegi panjang dalam geometri netral,o004.petrunin.ch11.s03,"o004.concept.neutral-plane; o004.concept.rectangle; o004.concept.triangle-defect",mapped-pending-qa
o004.concept.unbounded-inradius-condition,arbitrarily large inradius condition,syarat jari-jari lingkaran dalam yang melampaui setiap batas,o004.petrunin.ch11.s04,"o004.concept.neutral-plane; o004.concept.inradius",mapped-pending-qa
o004.concept.equivalent-euclidean-conditions,equivalent Euclidean conditions on a neutral plane,syarat-syarat ekuivalen ke-Euklides-an bidang netral,o004.petrunin.ch11.s04,"o004.concept.neutral-plane; o004.petrunin.ax.ch02.v; o004.concept.circumcircle; o004.concept.distance-between-parallel-lines; o004.concept.unbounded-inradius-condition; o004.concept.neutral-rectangle; o004.concept.triangle-defect",mapped-pending-qa
o004.concept.hyperbolic-parallel-axiom,hyperbolic version of the parallel axiom,versi hiperbolik aksioma garis sejajar,o004.petrunin.ch11.s04,"o004.concept.neutral-plane; o004.concept.parallel-lines; o004.petrunin.ax.ch02.v",mapped-pending-qa
o004.concept.hyperbolic-geometry,hyperbolic geometry,geometri hiperbolik,o004.petrunin.ch11.s04,"o004.concept.hyperbolic-parallel-axiom; o004.concept.birkhoff-axiom-system",mapped-pending-qa
o004.concept.axiomatic-independence-by-model,axiomatic independence by model construction,independensi aksiomatik melalui konstruksi model,o004.petrunin.ch11.s04,"o004.concept.hyperbolic-geometry; o004.concept.mathematical-model; o004.concept.axiomatic-system",mapped-pending-qa
o004.concept.relative-consistency,relative consistency,konsistensi relatif,o004.petrunin.ch11.s04,"o004.concept.hyperbolic-geometry; o004.concept.euclidean-plane; o004.concept.mathematical-model",mapped-pending-qa
o004.concept.area,area,luas,o004.petrunin.ch11.s05,o004.concept.metric,mapped-pending-qa
o004.concept.neutral-curvature,curvature of a neutral plane,kelengkungan bidang netral,o004.petrunin.ch11.s05,"o004.concept.neutral-plane; o004.concept.triangle-defect; o004.concept.area",mapped-pending-qa
o004.concept.curvature-defect-area-identity,curvature-defect-area identity,identitas kelengkungan-defek-luas,o004.petrunin.ch11.s05,"o004.concept.neutral-curvature; o004.concept.triangle-defect; o004.concept.area",mapped-pending-qa
o004.concept.neutral-plane-curvature-classification,classification of neutral planes by curvature,klasifikasi bidang netral berdasarkan kelengkungan,o004.petrunin.ch11.s05,"o004.concept.neutral-curvature; o004.concept.isometry",mapped-pending-qa
o004.concept.metric-rescaling-curvature,curvature under metric rescaling,kelengkungan pada penskalaan ulang metrik,o004.petrunin.ch11.s05,"o004.concept.metric; o004.concept.neutral-plane-curvature-classification",mapped-pending-qa
o004.concept.spherical-geometry,spherical geometry,geometri sferis,o004.petrunin.ch11.s05,"o004.concept.euclidean-plane; o004.concept.circle",mapped-pending-qa
o004.concept.spherical-curvature-identity,spherical curvature identity,identitas kelengkungan sferis,o004.petrunin.ch11.s05,"o004.concept.spherical-geometry; o004.concept.curvature-defect-area-identity; o004.concept.area",mapped-pending-qa
